stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;sre000m0;tre200m0;tre200mn;tre200mx;ure200m0
GRH;19500601;-;-;-;-;99.5;-;10.1;-;-;-
GRH;19500701;-;-;-;-;160;-;11.6;-;-;-
GRH;19500801;-;-;-;-;189.5;-;9.8;-;-;-
GRH;19500901;-;-;-;-;179.1;-;6.3;-;-;-
GRH;19501001;-;-;-;-;47.2;-;3.6;-;-;-
GRH;19501101;-;-;-;-;361.2;-;-2.6;-;-;-
GRH;19501201;-;-;-;-;125.6;-;-7.4;-;-;-
GRH;19510101;-;-;-;-;299.8;-;-5;-;-;-
GRH;19510201;-;-;-;-;433.1;-;-5.7;-;-;-
GRH;19510301;-;-;-;-;271.9;-;-4.2;-;-;-
GRH;19510401;-;-;-;-;214.9;-;-0.1;-;-;-
GRH;19510501;-;-;-;-;215.5;-;4.2;-;-;-
GRH;19510601;-;-;-;-;209.2;-;7.5;-;-;-
GRH;19510701;-;-;-;-;84.5;-;10.1;-;-;-
GRH;19510801;-;-;-;-;213.7;-;9.5;-;-;-
GRH;19510901;-;-;-;-;89.3;-;8.1;-;-;-
GRH;19511001;-;-;-;-;103.3;-;3.5;-;-;-
GRH;19511101;-;-;-;-;342.4;-;-1.5;-;-;-
GRH;19511201;-;-;-;-;94.9;-;-2.9;-;-;-
GRH;19520101;-;-;-;-;261.6;-;-7.5;-;-;-
GRH;19520201;-;-;-;-;208.5;-;-7.7;-;-;-
GRH;19520301;-;-;-;-;293.7;-;-1.8;-;-;-
GRH;19520401;-;-;-;-;96.3;-;2;-;-;-
GRH;19520501;-;-;-;-;116.6;-;4.3;-;-;-
GRH;19520601;-;-;-;-;121.1;-;9.6;-;-;-
GRH;19520701;-;-;-;-;104.3;-;11.8;-;-;-
GRH;19520801;-;-;-;-;117.2;-;9.9;-;-;-
GRH;19520901;-;-;-;-;196.9;-;3.4;-;-;-
GRH;19521001;-;-;-;-;299.8;-;1.5;-;-;-
GRH;19521101;-;-;-;-;410.5;-;-4.7;-;-;-
GRH;19521201;-;-;-;-;251.4;-;-4.6;-;-;-
GRH;19530101;-;-;-;-;113.5;-;-5.8;-;-;-
GRH;19530201;-;-;-;-;182.5;-;-4.7;-;-;-
GRH;19530301;-;-;-;-;37.8;-;-0.6;-;-;-
GRH;19530401;-;-;-;-;213.6;-;2;-;-;-
GRH;19530501;-;-;-;-;163;-;5.7;-;-;-
GRH;19530601;-;-;-;-;274.1;-;6.6;-;-;-
GRH;19530701;-;-;-;-;204.2;-;10.4;-;-;-
GRH;19530801;-;-;-;-;97.9;-;9.5;-;-;-
GRH;19530901;-;-;-;-;188.6;-;8;-;-;-
GRH;19531001;-;-;-;-;303;-;4.6;-;-;-
GRH;19531101;-;-;-;-;41.6;-;0.6;-;-;-
GRH;19531201;-;-;-;-;142;-;-1.8;-;-;-
GRH;19540101;-;-;-;-;336.1;-;-6.8;-;-;-
GRH;19540201;-;-;-;-;90.6;-;-4.4;-;-;-
GRH;19540301;-;-;-;-;82.2;-;-0.2;-;-;-
GRH;19540401;-;-;-;-;259.3;-;0.2;-;-;-
GRH;19540501;-;-;-;-;148.3;-;4.1;-;-;-
GRH;19540601;-;-;-;-;130.4;-;8.6;-;-;-
GRH;19540701;-;-;-;-;192.1;-;8;-;-;-
GRH;19540801;-;-;-;-;328.6;-;9;-;-;-
GRH;19540901;-;-;-;-;159.8;-;8;-;-;-
GRH;19541001;-;-;-;-;155.3;-;4.6;-;-;-
GRH;19541101;-;-;-;-;122.4;-;1.6;-;-;-
GRH;19541201;-;-;-;-;327;-;-1;-;-;-
GRH;19550101;-;-;-;-;214.1;-;-2.3;-;-;-
GRH;19550201;-;-;-;-;333.1;-;-5.3;-;-;-
GRH;19550301;-;-;-;-;94.7;-;-2.8;-;-;-
GRH;19550401;-;-;-;-;166.6;-;0.9;-;-;-
GRH;19550501;-;-;-;-;215.7;-;3.9;-;-;-
GRH;19550601;-;-;-;-;206.1;-;8.1;-;-;-
GRH;19550701;-;-;-;-;212.3;-;9.8;-;-;-
GRH;19550801;-;-;-;-;127;-;8.9;-;-;-
GRH;19550901;-;-;-;-;129;-;6.2;-;-;-
GRH;19551001;-;-;-;-;161.4;-;2.7;-;-;-
GRH;19551101;-;-;-;-;59.7;-;-0.1;-;-;-
GRH;19551201;-;-;-;-;228;-;-1.9;-;-;-
GRH;19560101;-;-;-;-;191.7;-;-4.7;-;-;-
GRH;19560201;-;-;-;-;85.3;-;-13.4;-;-;-
GRH;19560301;-;-;-;-;277;-;-3.5;-;-;-
GRH;19560401;-;-;-;-;312.7;-;-1.3;-;-;-
GRH;19560501;-;-;-;-;296.5;-;4.2;-;-;-
GRH;19560601;-;-;-;-;243.9;-;5.3;-;-;-
GRH;19560701;-;-;-;-;251.6;-;9.5;-;-;-
GRH;19560801;-;-;-;-;257.6;-;8.5;-;-;-
GRH;19560901;-;-;-;-;145.1;-;9.1;-;-;-
GRH;19561001;-;-;-;-;277.4;-;2.2;-;-;-
GRH;19561101;-;-;-;-;159.4;-;-2.9;-;-;-
GRH;19561201;-;-;-;-;73.9;-;-4.6;-;-;-
GRH;19570101;-;-;-;-;153.6;-;-4.6;-;-;-
GRH;19570201;-;-;-;-;405;-;-3.7;-;-;-
GRH;19570301;-;-;-;-;45.4;-;0.5;-;-;-
GRH;19570401;-;-;-;-;156.4;-;0.6;-;-;-
GRH;19570501;-;-;-;-;204.9;-;2.3;-;-;-
GRH;19570601;-;-;-;-;209.8;-;8.4;-;-;-
GRH;19570701;-;-;-;-;171.4;-;9.5;-;-;-
GRH;19570801;-;-;-;-;165.4;-;8.5;-;-;-
GRH;19570901;-;-;-;-;159.3;-;6.2;-;-;-
GRH;19571001;-;-;-;-;45.9;-;4.6;-;-;-
GRH;19571101;-;-;-;-;80.9;-;0.3;-;-;-
GRH;19571201;-;-;-;-;160.2;-;-5.4;-;-;-
GRH;19580101;-;-;-;-;287;-;-6.6;-;-;-
GRH;19580201;-;-;-;-;501.3;-;-3.9;-;-;-
GRH;19580301;-;-;-;-;314.1;-;-6.3;-;-;-
GRH;19580401;-;-;-;-;494.3;-;-3.4;-;-;-
GRH;19580501;-;-;-;-;215.2;-;5.2;-;-;-
GRH;19580601;-;-;-;-;125.5;-;6.7;-;-;-
GRH;19580701;-;-;-;-;142;-;9.7;-;-;-
GRH;19580801;-;-;-;-;162.6;-;10.4;-;-;-
GRH;19580901;-;-;-;-;88.2;-;8.9;-;-;-
GRH;19581001;-;-;-;-;340.5;-;2.5;-;-;-
GRH;19581101;-;-;-;-;129.4;-;-0.7;-;-;-
GRH;19581201;-;-;-;-;202.3;-;-4.2;-;-;-
GRH;19590101;-;-;-;797.8;339.1;-;-7;-;-;77.2
GRH;19590201;-;-;-;811.1;73.1;-;-3.5;-;-;58.5
GRH;19590301;-;-;-;801.8;149.5;-;-0.9;-;-;73
GRH;19590401;-;-;-;799.3;207.2;-;-0.1;-;-;72.1
GRH;19590501;-;-;-;803.1;110;-;3.9;-;-;67.4
GRH;19590601;-;-;-;808.2;169.7;-;7.4;-;-;75.5
GRH;19590701;-;-;-;809.3;149.7;-;11;-;-;67.9
GRH;19590801;-;-;-;808.2;91.1;-;8.8;-;-;72.3
GRH;19590901;-;-;-;808.4;28.3;-;8.9;-;-;72.1
GRH;19591001;-;-;-;805.5;183.6;-;3.1;-;-;69.5
GRH;19591101;-;-;-;800.2;203.2;-;-2.2;-;-;75.4
GRH;19591201;-;-;-;795.1;309.2;-;-4.7;-;-;86.4
GRH;19600101;-;-;-;798.5;206;-;-6.9;-;-;82.8
GRH;19600201;-;-;-;796.7;116.5;-;-4.5;-;-;76.8
GRH;19600301;-;-;-;797.2;183.8;-;-2.9;-;-;79.3
GRH;19600401;-;-;-;801.8;187.7;-;-0.9;-;-;74
GRH;19600501;-;-;-;805.3;104.1;-;4.5;-;-;69.6
GRH;19600601;-;-;-;808.3;132.4;-;8.3;-;-;72.3
GRH;19600701;-;-;-;806.3;248.2;-;7.5;-;-;79.5
GRH;19600801;-;-;-;806.2;197.8;-;8.6;-;-;76.1
GRH;19600901;-;-;-;804.6;239.5;-;5;-;-;80.2
GRH;19601001;-;-;-;798.4;292.3;-;1.1;-;-;79.8
GRH;19601101;-;-;-;799.9;207.6;-;-1.5;-;-;81.5
GRH;19601201;-;-;-;794.5;106.2;-;-5.9;-;-;80
GRH;19610101;-;-;-;799;88.8;-;-5.5;-;-;80.4
GRH;19610201;-;-;-;807.4;478.3;-;-2.8;-;-;70.8
GRH;19610301;-;-;-;808.4;178.6;-;-2;-;-;63.3
GRH;19610401;-;-;-;800.5;141.6;-;2.4;-;-;73
GRH;19610501;-;-;-;802.4;203.9;-;2.4;-;-;76.1
GRH;19610601;-;-;-;807.2;156.3;-;8.2;-;-;73.1
GRH;19610701;-;-;-;807.4;153.5;-;8.2;-;-;77.1
GRH;19610801;-;-;-;809.8;145.4;-;9.1;-;-;73.4
GRH;19610901;-;-;-;810.4;30.9;-;10.3;-;-;65.4
GRH;19611001;-;-;-;804.2;105;-;4.2;-;-;68.5
GRH;19611101;-;-;-;798.7;118.2;-;-1.4;-;-;71.7
GRH;19611201;-;-;-;799.2;185.1;-;-3.4;-;-;74.1
GRH;19620101;-;-;-;801.9;298.6;-;-5.3;-;-;79.9
GRH;19620201;-;-;-;801.1;329.7;-;-7;-;-;74.3
GRH;19620301;-;-;-;792.6;302.7;-;-7.2;-;-;79.2
GRH;19620401;-;-;-;801.1;330.8;-;-1.9;-;-;76.8
GRH;19620501;-;-;-;802.8;222.3;-;1.9;-;-;75.8
GRH;19620601;-;-;-;808.4;71.5;-;6.1;-;-;70.2
GRH;19620701;-;-;-;807.4;84.6;-;8.6;-;-;75.4
GRH;19620801;-;-;-;809.8;88.2;-;11;-;-;70.5
GRH;19620901;-;-;-;806.8;86.4;-;6.9;-;-;73
GRH;19621001;-;-;-;806.9;49;-;4.6;-;-;69.3
GRH;19621101;-;-;-;797.7;126.7;-;-3.3;-;-;74.8
GRH;19621201;-;-;-;796.9;369.8;-;-6.8;-;-;75.2
GRH;19630101;-;-;-;795.3;152.1;-;-10;-;-;81.3
GRH;19630201;-;-;-;790.2;119.5;-;-8.9;-;-;71
GRH;19630301;-;-;-;799.6;339.1;-;-3.7;-;-;73.3
GRH;19630401;-;-;-;799.5;156.4;-;0.5;-;-;74
GRH;19630501;-;-;-;803.2;152.1;-;2.9;-;-;74.9
GRH;19630601;-;-;-;804.4;136.9;-;7.3;-;-;76.3
GRH;19630701;-;-;-;809.1;72.8;-;10.8;-;-;73.5
GRH;19630801;-;-;-;804.9;162.4;-;8.4;-;-;78.1
GRH;19630901;-;-;-;807.5;94.7;-;7.5;-;-;74.6
GRH;19631001;-;-;-;807.4;56.1;-;3.7;-;-;67.9
GRH;19631101;-;-;-;799.4;163.9;-;0.1;-;-;77.5
GRH;19631201;-;-;-;799.3;22.6;-;-5.6;-;-;61.7
GRH;19640101;-;9;30;808;50.7;-;-4.8;-;-;55.6
GRH;19640201;-;43;67;800.5;84.7;-;-4.5;-;-;77.5
GRH;19640301;-;88;78;795.8;213.5;-;-3.6;-;-;80
GRH;19640401;-;106;74;801.8;227.8;-;0.2;-;-;81.4
GRH;19640501;-;46;66;806.6;153.8;-;5.5;-;-;74.1
GRH;19640601;-;0;67;807.3;102.6;-;8.9;-;-;75.2
GRH;19640701;-;0;53;810;51.5;-;10.8;-;-;70.8
GRH;19640801;-;0;62;807.1;139.9;-;8.5;-;-;77.3
GRH;19640901;-;1;47;809.9;85.5;-;7.5;-;-;72.7
GRH;19641001;-;38;78;802;213.3;-;0.5;-;-;80.3
GRH;19641101;-;48;63;804.4;154.1;-;-0.6;-;-;73.3
GRH;19641201;-;125;56;798.3;153.5;-;-5.4;-;-;70.5
GRH;19650101;-;151;81;796.8;239.1;-;-6;-;-;82.2
GRH;19650201;-;275;53;798.9;266.1;-;-10.7;-;-;78.5
GRH;19650301;-;322;66;800.2;321.9;-;-4.5;-;-;78.2
GRH;19650401;-;361;78;798;418.6;-;-2.8;-;-;83.2
GRH;19650501;-;362;76;803.1;197.3;-;2.4;-;-;79
GRH;19650601;-;191;71;806.5;170.2;-;7.2;-;-;73.6
GRH;19650701;-;0;73;806.1;191.2;-;7.9;-;-;78.3
GRH;19650801;-;0;74;806.9;207.7;-;7.9;-;-;78.5
GRH;19650901;-;1;70;803.5;263;-;4.8;-;-;74.6
GRH;19651001;-;0;28;808;7.1;-;5.8;-;-;51.5
GRH;19651101;-;42;86;796.3;271.7;-;-2.7;-;-;82.9
GRH;19651201;-;166;84;795.8;402.3;-;-4.5;-;-;85.9
GRH;19660101;-;258;60;796.4;198.6;-;-6.8;-;-;73.2
GRH;19660201;-;310;77;-;260.6;-;-1.8;-;-;78.2
GRH;19660301;-;397;65;-;475.2;-;-5.3;-;-;78.1
GRH;19660401;-;419;66;-;144.8;-;1.8;-;-;69.5
GRH;19660501;-;302;62;-;161.3;-;4.2;-;-;76.7
GRH;19660601;-;62;67;-;112;-;8.1;-;-;77
GRH;19660701;-;0;76;-;152.9;-;7.6;-;-;85.6
GRH;19660801;-;0;70;-;146.2;-;8.3;-;-;78.9
GRH;19660901;-;0;42;-;46.5;-;9.2;-;-;75.4
GRH;19661001;-;4;74;-;132.7;-;5.3;-;-;79.9
GRH;19661101;-;99;76;-;325.3;-;-4.8;-;-;87.1
GRH;19661201;-;201;75;-;592.4;-;-5.8;-;-;83.2
GRH;19670101;-;253;57;-;238.1;-;-5.8;-;-;84.9
GRH;19670201;-;231;58;-;150.3;-;-4.4;-;-;70.9
GRH;19670301;-;269;75;-;408.8;-;-2.6;-;-;82.8
GRH;19670401;-;318;62;-;390.7;-;-1.5;-;-;79.4
GRH;19670501;-;245;65;-;300;-;3.5;-;-;77
GRH;19670601;-;123;63;-;92.5;-;6.3;-;-;77.1
GRH;19670701;-;0;58;-;78.9;-;11.4;-;-;71.9
GRH;19670801;-;0;68;-;121.1;-;9.4;-;-;79.5
GRH;19670901;-;1;66;-;117.7;-;6.6;-;-;78.7
GRH;19671001;-;1;43;-;56.5;-;6;-;-;65.4
GRH;19671101;-;16;57;-;103.5;-;0.9;-;-;73.2
GRH;19671201;-;67;64;-;209.2;-;-5.8;-;-;76.2
GRH;19680101;-;279;68;-;692.1;-;-7.2;-;-;86.6
GRH;19680201;-;322;64;-;141.8;-;-4.1;-;-;80.1
GRH;19680301;-;347;51;-;221.1;-;-3.2;-;-;75.9
GRH;19680401;-;294;57;-;123.3;-;1.6;-;-;72.4
GRH;19680501;-;197;81;-;214.8;-;3.5;-;-;79.1
GRH;19680601;-;28;69;-;97.3;-;7.8;-;-;74.3
GRH;19680701;-;0;66;-;148.8;-;9.1;-;-;73.7
GRH;19680801;-;0;78;-;209.1;-;7.8;-;-;82.5
GRH;19680901;-;0;68;-;139.8;-;6.1;-;-;79.6
GRH;19681001;-;0;46;-;44.7;-;5.8;-;-;69
GRH;19681101;-;14;51;-;95.6;-;0.1;-;-;72
GRH;19681201;-;59;50;-;230.9;-;-5.2;-;-;74.4
GRH;19690101;-;169;57;-;182.8;-;-4.2;-;-;76
GRH;19690201;-;211;73;-;202;-;-8.7;-;-;86.5
GRH;19690301;-;198;64;-;55.6;-;-2.8;-;-;76.7
GRH;19690401;-;262;73;-;399.8;-;-0.5;-;-;79.6
GRH;19690501;-;141;71;-;143.6;-;5.3;-;-;74
GRH;19690601;-;19;76;-;266.6;-;5.6;-;-;81.3
GRH;19690701;-;1;58;-;119.1;-;10.5;-;-;75.9
GRH;19690801;-;1;72;-;216.1;-;8.2;-;-;81.1
GRH;19690901;-;0;53;-;32.5;-;8.6;-;-;73.6
GRH;19691001;-;0;23;-;13.2;-;6.2;-;-;59.4
GRH;19691101;-;25;68;-;184.6;-;-1.8;-;-;79.6
GRH;19691201;-;123;43;-;223.3;-;-8.5;-;-;80.4
GRH;19700101;-;126;62;-;141.9;-;-4.6;-;-;80.2
GRH;19700201;-;315;90;-;672.3;-;-5.4;-;-;92.2
GRH;19700301;-;438;72;-;361;-;-5.9;-;-;90.4
GRH;19700401;-;583;82;-;483.9;-;-2.4;-;-;83
GRH;19700501;-;571;73;-;201.3;-;2.6;-;-;79.6
GRH;19700601;-;318;62;-;84;-;8.4;-;-;71.5
GRH;19700701;-;23;67;-;154.4;-;8.9;-;-;77.2
GRH;19700801;-;0;61;-;170.1;-;9.3;-;-;77.6
GRH;19700901;-;0;45;-;74.7;-;8.6;-;-;67.8
GRH;19701001;-;21;45;-;229.8;-;3;-;-;64.4
GRH;19701101;-;52;60;-;141.4;-;0.3;-;-;73.9
GRH;19701201;-;83;47;-;161.1;-;-5.6;-;-;68.1
GRH;19710101;-;75;43;-;42.6;-;-5.6;-19.4;-;70.4
GRH;19710201;-;113;56;-;277.3;-;-5.9;-14.9;-;78.9
GRH;19710301;-;202;69;793.5;246;-;-7.3;-22.5;-;79.7
GRH;19710401;-;176;54;798.5;60;-;2.5;-5.3;-;67.2
GRH;19710501;-;42;70;800.5;59.1;-;5.8;-2.6;-;74.2
GRH;19710601;-;1;81;802.1;220.7;-;5.9;-1.6;17.8;68.3
GRH;19710701;-;0;43;808.5;54.3;-;11.1;0;22.5;64.7
GRH;19710801;-;0;60;807.3;161.4;-;11.1;3.5;24.2;69.2
GRH;19710901;-;0;54;808.3;103.8;-;6.2;-3.4;16.2;72.1
GRH;19711001;-;0;26;810.6;34.8;-;5.3;-5.5;14.5;58
GRH;19711101;-;38;55;797.2;266.5;-;-2.6;-15.8;11;78.2
GRH;19711201;-;81;40;807.2;129.8;-;-1.8;-11.2;7.1;55.1
GRH;19720101;-;101;53;795.2;71.9;-;-5.9;-15.8;3.8;71.5
GRH;19720201;-;94;74;795.8;89.2;-;-3.9;-13.5;3;75.8
GRH;19720301;-;112;51;798.4;80.7;-;-1.6;-10;9.6;68.3
GRH;19720401;-;139;83;795.7;285.8;-;-1.8;-10;10.8;84.7
GRH;19720501;-;137;75;800.3;198.4;-;2.3;-7.6;13.8;79.2
GRH;19720601;-;16;66;803.5;218.2;-;5.7;-1.5;17.8;79.4
GRH;19720701;-;0;74;806.6;94.7;-;8.4;0.3;21;80.8
GRH;19720801;-;0;69;806.6;161.3;-;8.2;-1.6;20.7;80.1
GRH;19720901;-;4;59;803.8;114.2;-;3.9;-3;15.2;74.6
GRH;19721001;-;23;38;803.9;209.5;-;3.5;-7.5;15.8;67.4
GRH;19721101;-;81;55;802.7;328.4;-;-1.2;-12.6;10.8;71.6
GRH;19721201;-;91;39;805.9;19.2;-;-2.9;-11.2;3.3;56.2
GRH;19730101;-;96;49;801.9;111.9;-;-4.6;-12.5;3;63
GRH;19730201;-;158;56;795.4;284.1;-;-8;-18.4;5.8;70.9
GRH;19730301;-;227;58;802.2;126.7;-;-5.1;-16.5;8;72.7
GRH;19730401;-;275;78;796.9;378.3;-;-4.6;-13.5;8.6;82.3
GRH;19730501;-;169;68;804.5;106.4;-;4.5;-4.4;15.6;77.5
GRH;19730601;-;6;70;806.5;209.2;-;7.4;-1.8;21.1;77.1
GRH;19730701;-;0;71;804.3;223.6;-;8.4;-0.6;21.4;81.3
GRH;19730801;-;0;60;809.4;110.7;-;11;1.4;21.5;74.3
GRH;19730901;-;0;55;806.4;84.3;-;8.1;-1.8;22.8;71.2
GRH;19731001;-;16;53;804.3;193.2;-;2.9;-6.6;15.4;69.2
GRH;19731101;-;56;50;804.2;250.7;-;-1.6;-15.2;10.6;72.1
GRH;19731201;-;173;68;798.1;315.3;-;-5.7;-23.2;2;76.4
GRH;19740101;-;183;64;803.4;137.4;-;-3.1;-11.6;5.6;70.6
GRH;19740201;-;237;79;794.2;239.6;-;-5.3;-16.5;3.1;79.2
GRH;19740301;-;246;71;798.5;112.7;-;-2.2;-13.1;8.6;71.7
GRH;19740401;-;183;58;796.4;84.6;-;-1.1;-10.8;10.1;76.3
GRH;19740501;-;151;69;800.3;173;-;2.6;-5;13.8;79.1
GRH;19740601;-;9;69;803;175.9;-;5.4;-3.8;18.3;80.6
GRH;19740701;-;0;64;807.1;140.9;-;8.5;-0.2;20.5;78.2
GRH;19740801;-;0;63;807.6;132.5;-;10.2;0.4;23.2;73
GRH;19740901;-;8;64;803.6;208;-;6.2;-4.2;18.8;72.3
GRH;19741001;-;100;89;796.1;406;-;-4.2;-12.6;3.3;89.7
GRH;19741101;-;199;70;799.9;315.5;-;-2.8;-10.5;4;75.2
GRH;19741201;-;320;64;805.5;398.9;-;-4;-13.3;6.2;78.3
GRH;19750101;-;371;56;803.5;275.7;-;-3.2;-13.6;5.6;70.4
GRH;19750201;-;424;24;803.5;77.3;-;-4.3;-13.4;6.6;56.9
GRH;19750301;-;461;79;791.6;255.8;-;-5.5;-17.2;4.8;79.1
GRH;19750401;-;514;61;799.3;265.4;-;-1;-12.2;11.7;77.6
GRH;19750501;-;398;65;801.1;164.5;-;3.3;-6.3;15;69
GRH;19750601;-;241;70;804.1;216.9;-;4.8;-3.6;19;77.7
GRH;19750701;-;41;55;806.9;130.9;-;8.8;-1.4;22.1;75.4
GRH;19750801;-;0;64;807.3;169.3;-;9.5;0;21.5;79.2
GRH;19750901;-;0;66;807.2;124.1;-;9;-1;19.4;72
GRH;19751001;-;42;44;805.4;139.3;-;2.5;-5.4;15.4;66.7
GRH;19751101;-;73;63;799.3;271.6;-;-2.4;-13;7.2;73.6
GRH;19751201;-;80;31;803.3;23.3;-;-3.6;-12.5;4.8;56
GRH;19760101;-;114;69;800.4;266.1;-;-6.6;-21.4;3.4;78.4
GRH;19760201;-;146;46;801.2;59.3;-;-3.9;-14;9.4;63.4
GRH;19760301;-;139;49;799;51.3;-;-4.2;-18.7;9.5;64.9
GRH;19760401;-;156;58;798;189.4;-;-1.3;-13.1;10.7;69
GRH;19760501;-;62;54;803.3;95.8;-;4;-6.2;16.3;69.2
GRH;19760601;-;0;54;808;124.8;-;8.8;-2;20;67
GRH;19760701;-;0;69;806.4;167.5;-;9.6;-0.4;21.7;74.8
GRH;19760801;-;0;64;806.6;111.7;-;7.6;0.8;19.2;77.4
GRH;19760901;-;2;64;803.5;118.1;-;4.9;-3.6;14.4;75.8
GRH;19761001;-;2;70;797.6;201.7;-;3.7;-3.8;18.7;70.1
GRH;19761101;-;78;65;800.1;225.5;-;-3.3;-12.5;4.1;80.1
GRH;19761201;-;187;51;793;239.7;-;-7.2;-18.8;0.6;73
GRH;19770101;-;202;73;795.7;175.3;-;-6.2;-17;3.1;80.5
GRH;19770201;-;280;71;795.4;227.4;-;-5;-18.5;1.6;77.5
GRH;19770301;-;291;70;802.9;159.3;-;-1.4;-12.5;8.5;75.1
GRH;19770401;-;334;79;798.9;457.4;-;-2.3;-14.9;9.4;85.9
GRH;19770501;-;270;78;800.9;131.1;-;2.6;-6.6;14.2;81.2
GRH;19770601;-;36;76;803.2;108.1;-;5.8;-0.7;15.4;83.5
GRH;19770701;-;0;65;804.3;188;-;8.4;0.3;19.8;82.7
GRH;19770801;-;0;78;803.4;146.4;-;7.6;0.4;17.3;85.3
GRH;19770901;-;0;49;807.8;42.9;-;6.1;-4;19.6;79.5
GRH;19771001;-;0;50;806.3;158.1;-;5.7;-2.9;15.6;67.2
GRH;19771101;-;60;68;797.8;315.2;-;-3.1;-14.8;14.5;78.4
GRH;19771201;-;91;49;802.5;117.6;-;-3.5;-14.4;8.4;60.9
GRH;19780101;-;167;64;795.4;289;-;-6.1;-16.2;5.2;79.2
GRH;19780201;-;287;71;790.5;293;-;-6.3;-19.8;6.3;83.2
GRH;19780301;-;309;80;797.8;345.3;-;-3.6;-12.5;6.6;81.9
GRH;19780401;-;354;66;793.9;116.2;-;-2.6;-12.5;6.7;80.9
GRH;19780501;-;321;78;799.9;197.1;-;1.3;-8.4;13;82.6
GRH;19780601;-;118;73;803.4;153.4;-;4.8;-4.7;15.4;77.1
GRH;19780701;-;2;63;806.3;180;-;7.8;-0.5;20.3;78.9
GRH;19780801;-;1;59;807.1;201.7;-;8;-2.2;19.8;77.7
GRH;19780901;-;3;51;807;154.6;-;6.7;-2.2;19.4;74.1
GRH;19781001;-;15;41;807;146.9;-;4.1;-4.2;19.6;61.7
GRH;19781101;-;6;19;808.2;54.9;-;0.4;-17;13.1;54.7
GRH;19781201;-;49;61;793.4;100.6;-;-3.4;-14.5;6.9;72.9
GRH;19790101;-;119;64;793.3;240;-;-8.3;-23;3.1;74
GRH;19790201;-;150;69;792.5;123.1;-;-5.6;-16.2;2.2;73
GRH;19790301;-;246;78;794.6;347.9;-;-3.6;-13.8;7;79.3
GRH;19790401;-;312;69;796.1;176.4;-;-3.4;-14.5;8.5;79.9
GRH;19790501;-;254;58;804;102.6;-;2.5;-13.2;16;67.6
GRH;19790601;-;16;69;806.5;151.6;-;6.9;-3;17.4;75.9
GRH;19790701;-;0;66;808.4;62.1;-;8.4;0;22.2;74.4
GRH;19790801;-;0;64;804.9;165;-;7.8;-1;21.5;74.1
GRH;19790901;-;1;40;807.6;100.8;-;7.4;-2.3;19;71.2
GRH;19791001;-;0;64;801.9;184.8;-;4.9;-3.6;19.1;74.2
GRH;19791101;-;72;59;799.9;254.6;-;-2.8;-12;9.8;71
GRH;19791201;-;143;69;798.7;438;-;-4;-15.9;6.5;73.2
GRH;19800101;-;267;61;796.1;244.2;-;-7.2;-21.7;1.8;75.6
GRH;19800201;-;287;46;802.4;199.9;-;-4.4;-13.6;6.5;61.9
GRH;19800301;-;310;73;794.1;148.2;-;-4.1;-14.5;8.2;74.5
GRH;19800401;-;427;73;799;348.6;-;-4.5;-15.5;6.3;83.5
GRH;19800501;-;389;75;798.1;70;-;1.5;-6.5;10.9;75.8
GRH;19800601;-;218;79;802.6;247.4;-;4.2;-3.8;17.3;80
GRH;19800701;-;38;70;804;203.6;-;6.8;-0.6;22.3;74.5
GRH;19800801;-;0;63;807.6;129.7;-;10.1;0.4;22.8;70.4
GRH;19800901;-;0;38;809.3;45.5;-;8.7;0.6;20.6;58.9
GRH;19801001;-;37;59;800.1;319.5;-;1.9;-7.6;17.2;68.3
GRH;19801101;-;51;59;799;124.5;-;-1.6;-13;10.4;61.3
GRH;19801201;-;160;56;800.3;332.4;-;-7.2;-19.8;5.1;65.9
GRH;19810101;-;271;63;800.1;510.3;-;-7.7;-16.2;4.8;73.1
GRH;19810201;-;324;36;798.3;151.2;-;-7.5;-18.8;7;52.8
GRH;19810301;-;316;74;797.3;258.2;-;-1.6;-13.4;10.5;70.2
GRH;19810401;-;239;61;800.7;76.6;-;1.2;-10.2;12.8;64.4
GRH;19810501;-;188;68;800.2;200.6;-;2.7;-6.7;15;67.6
GRH;19810601;-;15;69;806;145.5;-;6.6;-2.2;20.4;71.4
GRH;19810701;-;3;73;806.7;284.2;-;7.2;-2.4;22;78.2
GRH;19810801;-;0;50;808.3;52.2;-;9.9;1.6;21.8;76.4
GRH;19810901;-;2;79;805.5;281.1;-;7;-2.7;17.6;84.5
GRH;19811001;-;20;73;800.9;317.9;-;2;-8.4;14.5;78.6
GRH;19811101;-;47;50;806.4;296;-;-2.6;-12.2;13;73.4
GRH;19811201;-;265;88;787.4;498.7;-;-7.5;-19.7;1.2;85
GRH;19820101;-;371;55;800.9;331.6;-;-4.6;-15.6;6.3;66.9
GRH;19820201;-;395;45;800.6;66.4;-;-5.3;-19.1;5.8;65.9
GRH;19820301;-;434;73;799.1;262;-;-5.5;-14.6;6.6;76.5
GRH;19820401;-;394;60;799.6;101.8;-;-1.8;-11;9.8;68.4
GRH;19820501;-;327;49;805.8;85.3;-;3.4;-8.8;16.9;60.8
GRH;19820601;-;69;69;805.3;161.8;-;7.6;-0.6;17.2;71
GRH;19820701;-;0;53;808;199;-;10.4;3;21.6;68.5
GRH;19820801;-;0;69;806.5;182.5;-;9.1;-0.2;20.9;82.4
